transformed_input_for_classification,sarcasm
"Speaker CHANDLER: Okay, lets find these birds. 
Speaker JOEY: Wait wait, you hear that? There are in the table? 
Speaker CHANDLER: That can't be good 
Speaker JOEY: We have to get them out of there 
Speaker CHANDLER: how? 
Speaker JOEY: Maybe we can lure them out, you know of any bird calls? 
Speaker CHANDLER: Oh tons. I am quite the woodsman.",True
"Speaker PERSON: On the other hand, no arousal. 
Speaker LEONARD: None? 
Speaker PERSON: None. 
Speaker LEONARD: Thank you for your time. 
Speaker PERSON: Thank you. 
Speaker LEONARD: None at all? 
Speaker HOWARD: Sheldon, if you were a robot, and I knew and you didn't...",False
"Speaker DOROTHY: Was there ever any doubt? 
Speaker BLANCHE: Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I. 
Speaker DOROTHY: In what Blanche, dog years?",True
"Speaker MONICA: Oh, about five minutes. Right now they're interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves. 
Speaker ROSS: Hot dog? 
Speaker MONICA: Four, please. I'm really nervous. Thank you. 
Speaker PHOEBE: So Ross, how umm, how did it go with Bonnie?",False
"Speaker SHELDON: Leonard, this is Tom. 
Speaker LEONARD: Hi, Tom. Sheldon? 
Speaker LEONARD: Didn't I explain to you about your little mistake in the cafeteria? 
Speaker SHELDON: You were very clear. As was everyone else at the table.",False
"Speaker SHELDON: And a living will and durable power of attorney. 
Speaker RAJ: This says you can make ""end of life"" decisions for me. 
Speaker SHELDON: As your friend, let's hope it doesn't come to that. 
Please sign. 
Speaker RAJ: Did you sign this? 
Speaker LEONARD: There's a reciprocity clause.
You get to pull the plug on him, too. 
Speaker RAJ: Well, that seems fair. 
Speaker SHELDON: Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",True
"Speaker ROSS: Thirty seconds all the questions we can answer 
Speaker MONICA: You guys are dead, I am so good in lightning rounds. 
Speaker CHANDLER: I majored in lightning rounds, alright! We are gonna destroy you! 
Speaker MONICA: Wanna bet? 
Speaker CHANDLER: I am so confused as to what we have been doing so far.",True
"Speaker LEONARD: I swear, that man is the most egotistical, insufferable human being I have ever met. 
Speaker PENNY: Yeah, but you two make such a cute couple. 
Speaker PENNY: Like Burt and Ernie. You guys even teach me stuff about words and numbers.",True
"Speaker AMY: We'll come back to that one. 
Speaker AMY: This brings us to the final item in our annual State of the Relationship Summit.
Item 29: Valentine's Day. 
Speaker SHELDON: Ah, the worst for last. Hmm. 
Speaker SHELDON: Classic Flakey. 
Speaker AMY: Before you get upset, I believe I've come up with a way for us to celebrate the occasion that we both can enjoy. 
Speaker SHELDON: People usually start a meeting with a joke, but you go ahead-- end with one.",False
"Speaker PENNY: Damn. 
Speaker AMY: Well, at least when we do make love, Sheldon won't be thinking about his mother. 
Speaker AMY: And yes, that is a cleverly veiled reference to Howard's lifelong obsession to crawl back into her spacious womb. 
Speaker PENNY: Anyway, to this day, I still can't see a box of crayons without crossing my legs.",False
"Speaker PHOEBE: How do you feel? 
Speaker CHANDLER: Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours. 
Speaker PHOEBE: Okay, so I 
Speaker CHANDLER: And protected them from a tornado?",True
"Speaker SHELDON: Leonard, what do the two of you talk about after the coitus? 
Speaker HOWARD: My guess is, ""Hey, four minutes! New record!"" 
Speaker HOWARD: That's why I'm the funny one. 
Speaker LEONARD: Anyway, we followed the guy to this garage sale, and they had the coolest stuff. 
Speaker HOWARD: They were closing up. We got this whole box for 60 bucks. 
Speaker LEONARD: We didn't even get to go through it all. There could be anything in here. 
Speaker PENNY: There a new girlfriend in there? 'Cause you might need one.",True
"Speaker MONICA: Enhh 
Speaker CHANDLER: I've got canned goods. 
Speaker JOEY: Hey, you guys! Take a look at this!  Check this baby out, dug me a hole! 
Speaker CHANDLER: Excellent hole, Joe.",True
"Speaker RAJ: Probably because I didn't read the instructions.
No wrapper's going to tell me what to do. 
Speaker RAJ: Unless his name is Jay-Z. 
Speaker PERSON: Is something going on? 
Speaker RAJ: What do you mean? 
Speaker PERSON: Well, you're acting all weird.
And I'm pretty weird, so I think I know what I'm talking about. 
Speaker RAJ: I don't know. Maybe it's all those steroids I've been taking. 
Speaker PERSON: I think I'm gonna go. Thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.",True
"Speaker MONICA: You gotta help me out here, you gotta set me up, you gotta get me back in the game. 
Speaker RACHEL: Well, that shouldn't be a problem. I mean I work in fashion and all I meet are eligible straight men. 
Speaker MONICA: Pete, can I get you something else? 
Speaker PERSON: Yeah, a slice of cheesecake and-and a date if you're given'  'em out.",False
"Speaker ROSS: I don't want to be single. I just, I just want to be married again. 
Speaker CHANDLER: And I just won a million dollars!",False
"Speaker PERSON: So you have replaced me. 
Speaker ROSE: With what? 
Speaker DOROTHY: A hand puppet Rose.",True
"Speaker AMY: we decided that the time was right to take a step forward. 
Speaker LEONARD: Okay. 
Speaker SHELDON: Do you want to say it? 
Speaker AMY: Let's say it together. 
Speaker SHELDON: We're getting a turtle! 
Speaker PENNY: This is why I've been saying we should keep champagne on ice.",True
"Speaker PERSON: I don't want to rush you, but I'm closing a little early tonight. 
Speaker RAJ: Ooh. Hot date? 
Speaker PERSON: Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",False
"Speaker RACHEL: Ahh! 
Speaker PERSON: It wasn't on your list, but hopefully you'll think it's really fun. 
Speaker RACHEL: A scooter! 
Speaker ROSS: Stick to the list.",False
"Speaker PENNY: My God, she didn't! 
Speaker LEONARD: What could she possibly be talking about for so long? 
Speaker SHELDON: Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",True
"Speaker HOWARD: I'm with you. I just have to make sure if I'm a synthetic human I'd still be Jewish. 
Speaker HOWARD: I promised my mother. 
Speaker RAJ: I suppose you could have your android penis circumcised. 
Speaker RAJ: But that's something your rabbi would have to discuss with the manufacturer. 
Speaker SHELDON: Not to mention you'd have to power down on saturdays.",False
"Speaker ROSS: Hi umm, listen come here, come in. I'm so-so sorry about yesterday. 
Speaker ROSS: I-I'm really sorry. It's just that I",False
"Speaker ROSS: I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore. 
Speaker PERSON: Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a 
Speaker ROSS: Wow, you ah, you really like all this space stuff, huh? 
Speaker PERSON: Yeah.",False
"Speaker SHELDON: This will interest you. And, Penny, feel free to paint your nails. 
Speaker LEONARD: What do you got? 
Speaker SHELDON: I believe Alex may have unearthed the grade school science project that could be my ticket to the Nobel Prize. 
Speaker SHELDON: Behold. 
Speaker LEONARD: ""Magnets: What Do They Stick To?"" If the answer is ""metal,"" it's not exactly groundbreaking. 
Speaker SHELDON: The original title was ""A Rederivation of Maxwell's Equations Regarding Electromagnetism"""" I dumbed it down because some of the more religious people in town were starting to say I was a witch.",False
"Speaker MONICA: I know, it is isn't it? 
Speaker CHANDLER: No, I mean it, this feels really good. Is it a hundred percent cotton? 
Speaker MONICA: Yeah! And I got it on sale, too. 
Speaker CHANDLER: Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",False
"Speaker MONICA: Richard! 
Speaker PERSON: Actually, I'm not here to complement the chef. 
Speaker MONICA: Ohh ..  Oh, that's okay I hate when people come back to complement the chef. 
Speaker MONICA: Like I have nothing better to do!",True
"Speaker JOEY: Hey! Hey! What are you guys doing up? 
Speaker CHANDLER: Oh, we wanted to finish the crossword before we went to bed. 
Speaker CHANDLER: Hey, do you know a six-letter word for red?",False
"Speaker PERSON1: There's nothing weird going on with me and your mother. 
Speaker PERSON2: Stewie, your bath is getting cold! 
Speaker PERSON1: I got to go, bye. 
Speaker SHELDON: Penny?
Penny.
Penny.
Penny.
Penny. 
Speaker PENNY: You knocked more than usual. 
Speaker SHELDON: Next time I might be in a rush, it's good to have a few in the bank.",False
"Speaker ROSS: Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides. 
Speaker CHANDLER: Pheebs, you may know this, you know strange things. What is the boiling point of brain?",True
"Speaker PERSON: Nothing, nothing. 
Speaker PHOEBE: Aaaah, what's wrong, c'mon. 
Speaker PERSON: It's, I mean, it's nothing, I'm fine. 
Speaker PHOEBE: It's my friends.",False
"Speaker JOEY: I know, it was amazing! I mean, we totally nailed it, it was beautiful. 
Speaker PERSON: Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball. 
Speaker JOEY: Oh well, okay, good luck. 
Speaker PERSON: : Yeah.",False
"Speaker BLANCHE: They are ain't here yet 
Speaker DOROTHY: No, but they should be any minute 
Speaker ROSE: You seem a little nervous. 
Speaker DOROTHY: Oh you're sure I am 
Speaker ROSE: Are you nervous cause you haven't met Michael's fiancee? 
Speaker DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",True
"Speaker SHELDON: Why not? It seems like you're improvising your entire curriculum. 
Speaker PENNY: This is all about listening and responding. 
Speaker SHELDON: Gotcha. 
Speaker PENNY: I'm going to create a character and a situation, and you just jump in when you feel it. 
Speaker SHELDON: All right. 
Speaker PENNY: All right. 
Speaker SHELDON: Action. 
Speaker PENNY: Okay, it's not a movie. It's improv. So no one calls ""action."" 
Speaker SHELDON: Hey, you taught me something. Who would have thought it?",True
"Speaker ROSS: Really, I, no, I think girls night out is a great idea. Okay, okay, bye 
Speaker PHOEBE: So what are they doing? 
Speaker ROSS: I don't know, something girlie.",False
"Speaker SCOTT: My name's Scott and I am a sarcasmholic. 
Speaker MEMBER-GIRL: Nooo. 
Speaker MEMBER-GIRL: We thought you were just here for the company. He is a sarcasmoholic Stewart.",True
"Speaker PHOEBE: Yeah, but Jason's really sensitive. 
Speaker CHANDLER: Well sensitive is important, pick him. 
Speaker PHOEBE: Yeah. 
Speaker JOEY: Oh sure, go with the sissy.",True
"Speaker JOEY: Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step. 
Speaker CHANDLER: You building a post office?",True
"Speaker MONICA: Hey 
Speaker CHANDLER: Hey, where's the birthday girl? 
Speaker RACHEL: Oh she is still napping. 
Speaker CHANDLER: Oh sure, she was probably up all night excited about the party she knows is happening.",True
"Speaker JOEY: Quack quack, quack quack, quack quack. 
Speaker CHANDLER: We were wondering what was taking so long with the gift, but now we understand you were doing this.",True
"Speaker PENNY: Everybody's staring at me. 
Speaker LEONARD: Don't worry, they're more scared of you than you are of them. 
Speaker PENNY: Unlikely. 
Speaker PENNY: Here, what about this one for my nephew? 
Speaker SHELDON: A superb choice. 
Speaker PENNY: Oh, great. 
Speaker SHELDON: Provided he has already read and is familiar with the reestablishment of the DC multiverse.",False
"Speaker MONICA: About what? 
Speaker JOEY: He's planning your birthday party. 
Speaker MONICA: Oh my God! I love him! 
Speaker JOEY: You'd better act surprised.",False
"Speaker SHELDON: I was not panicked, and I am not overly attached to Leonard. 
Speaker LEONARD: You were so worried that you smashed your face trying to check on me.
You love me. 
Speaker SHELDON: Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain. 
Speaker SHELDON: Amy, you're a neuroscientist.
Crack his skull open, spray some Raid in there. 
Speaker BERNADETTE: I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",True
"Speaker RAJ: Buzz Lightyear is not real. 
Speaker HOWARD: No, that's not what I'm talking about. 
Speaker RAJ: Well, are you talking about when he thought he was real? 
Speaker HOWARD: No 
Speaker RAJ: Okay, um... how about ""Crash""? 
Howard ""Crash"" Wolowitz. 
Speaker HOWARD: Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",True
"Speaker PERSON: Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable. 
Speaker RACHEL: I know Mona, just hear me out. First of all, I'm so sorry about my father yelling at you, but I heard you totally held your own. 
Speaker RACHEL: You're gonna have to tell me how you did that.",False
"Speaker HOWARD: Wow. 
Speaker PENNY: You're engaged to my friend. 
Speaker HOWARD: Hey, Bernadette doesn't mind where I get my motor running, as long as I park in the right garage. 
Speaker PENNY: I can't believe you're engaged to my friend. 
Speaker HOWARD: Smart. Whisper so the deaf chick can't hear you.",True
"Speaker MONICA: Could guys please try to keep It down? We are trying to start a tournament. 
Speaker CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.",True
"Speaker CHANDLER: I want to show you something too. You know those big road signs that say Merge? So I was thinking that we could get one fo those signs and hang it over the bed. Because its you and I together - Merge! 
Speaker MONICA: Oh my God I love that! - Really? - NO!",True
"Speaker CHANDLER: Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first. 
Speaker PHOEBE: Oh my God Chandler, the one you picked is gone. It's over! 
Speaker CHANDLER: What? 
Speaker PHOEBE: Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!",False
"Speaker PERSON: HEY!! Do you Oh come on! Morning's here!  Morning's here! The morning is here! Sunshine is here! I 
Speaker JOEY: Are you kidding? I love that guy!  Morning's here! Morning is here,",False
"Speaker SHELDON: You know, I am not going to enjoy this party. 
Speaker LEONARD: I know, I'm familiar with you. 
Speaker SHELDON: The last department party, Professor Finkleday cornered me and talked about spelunking for 45 minutes. 
Speaker LEONARD: Yes, I was there. 
Speaker SHELDON: You know what's interesting about caves? 
Speaker LEONARD: What? 
Speaker SHELDON: Nothing. 
Speaker LEONARD: Then we'll avoid him, we'll meet the new department head, congratulate him, shake his hand and go. 
Speaker SHELDON: How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",True
"Speaker RAJ: Koothrappali murder mystery dinner. 
Speaker AMY: I'm leaving. 
Speaker RAJ: You can't leave. 
You're a suspect in the mysterious murder of Stuart Bloom. 
Speaker BERNADETTE: (dramatic music plays) I didn't know his last name was Bloom. 
Speaker AMY: Yeah, it's Bloom. 
Speaker PENNY: Are you really gonna lie on the floor and pretend to be dead all night? 
Speaker PERSON: What do you think I was gonna do at home?",False
"Speaker MONICA: Why wouldn't I be married when I am forty? 
Speaker CHANDLER: Oh no no no, I just meant hypothetically 
Speaker MONICA: Ok , hypothetically, why won't I be married when I am forty? 
Speaker CHANDLER: No 
Speaker MONICA: No, what is it? Is there something fundamentally unmarriable about me? 
Speaker CHANDLER: Dear god, this parachute is a knapsack",True
"Speaker BERNADETTE: Besides, Penny and I are having a girls' night tonight. 
Speaker AMY: Girls' night? What does that entail? 
Speaker BERNADETTE: Oh, you know, girls get together, hang out, share girl talk. 
Speaker AMY: I'm a girl. 
Speaker BERNADETTE: Oh. Well, maybe you can join us. I'll ask Penny. 
Speaker AMY: No need. Penny and I are very close. 
Speaker LEONARD: You are? 
Speaker AMY: Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",False
"Speaker SHELDON: I want grilled cheese. 
Speaker SHELDON: Do you think Penny will come here and take care of us?",False
"Speaker CHANDLER: Joe? 
Speaker JOEY: Yeah! 
Speaker CHANDLER: Uh, you've had a lot of sex right? 
Speaker JOEY: When? Today? Some, not a lot.",False
"Speaker PENNY: That was a really nice dinner. 
Speaker PENNY: I'm glad you asked me out again. 
Speaker LEONARD: Me, too; I missed you. 
Speaker PENNY: You see me all the time. 
Speaker PENNY: You sure you just don't miss the sex? 
Speaker LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?",False
"Speaker PHOEBE: See, if I am not buried with that ring then my spirit is going to wander the nether world for all eternity 
Speaker CHANDLER: Okay, that's enough honey! 
Speaker PERSON: I don't know. Let me see the ring. 
Speaker CHANDLER: Great! Okay, here.",False
"Speaker SHELDON: The backwash into this glass is every pathogen that calls your mouth home, sweet home. 
Speaker SHELDON: Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend. 
Speaker RAJ: Hey! That's my sister and my country you're talking about. 
Speaker RAJ: Leonard may have defiled one, but I won't have you talking smack about the other. 
Speaker BERNADETTE: You guys ready to order? 
Speaker SHELDON: Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",True
"Speaker AMY: The painting is a constant reminder that of the three of us, she is the least cool. 
Speaker PENNY: Yeah, that's... that's what it is, so... 
Speaker AMY: You have such a good heart. 
Speaker PENNY: Yeah... I try. 
Speaker AMY: Come on. 
Speaker PENNY: Whoa, whoa, where are we going? 
Speaker AMY: We're going to go put this painting back up in your apartment. 
Speaker PENNY: Well, what about Bernadette? 
Speaker AMY: Oh, screw her. She's just lucky we let her hang out with us.",False
"Speaker RACHEL: Hi Tag! Hey, so did you have fun with uh, with Joey last night? 
Speaker PERSON: Oh yeah! We went to the Knicks game. Ohh that's nice. 
Speaker PERSON: Then we went to this bar and he hooked us up with all these women!",False
"Speaker JOEY: Okay done 
Speaker MONICA: Whats pleh? 
Speaker JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air. 
Speaker MONICA: Huh! Whats dufus speled backwards?",True
"Speaker MONICA: Well, you-you coulda just turned the cushion over. 
Speaker PHOEBE: Yeah, I would've except I had a big spaghetti stain on the other side. 
Speaker MONICA: What?!?!",False
"Speaker SHELDON: Am I correct in assuming that your attempt to be accepted by Penny's peers is based on your desire to ensure your continuing mating privileges with her? 
Speaker LEONARD: Well, I wouldn't put it exactly that way. 
Speaker SHELDON: How would you put it? 
Speaker LEONARD: Yeah, okay, like you said. 
Speaker SHELDON: Seems like an awful lot of trouble to go through for intercourse.",False
"Speaker PHOEBE: Nobody respects the bucket! You wouldn't believe what people put in here! Look! 
Speaker PHOEBE: Okay, does this look like a garbage can to you?",False
"Speaker ROSS: And now you want that money back. 
Speaker CHANDLER: Exactly. 
Speaker ROSS: Chandler, what kind of an idiot do you take me for? 
Speaker CHANDLER: It's not a real game! I made it up!",False
"Speaker ROSS: So theoretically we could download our thoughts and our memories into this computer... ... 
Speaker PERSON: and live forever as a machine! 
Speaker ROSS: That's so Janine, you-you-you know what, do you know we're doing right now? 
Speaker ROSS: You and I, we're interfacing.",False
"Speaker CHANDLER: Oh, that's Ross's. 
Speaker RACHEL: Oh...  Oh my God. He remembered. 
Speaker PHOEBE: Remembered what? 
Speaker RACHEL: It was like months ago.",False
"Speaker RAJ: You know, I thought cleaning out a dead professor's office was gonna just be boring, but then I found his dentures and realized it's also gross. 
Speaker HOWARD: Doesn't Professor Abbott's family want any of this stuff?",False
"Speaker JOEY: What? Ace is high! Jack, queen, king, ace! 
Speaker MONICA: No! Ace is low! Ace, two, three, four! 
Speaker PHOEBE: I don't know. Ooh! Ooh! Look it! Ah-ha! 
Speaker RACHEL: All right, cut, let's pick again, pick again.",False
"Speaker CHANDLER: Pickin up wedding dresses. Wapah. 
Speaker ROSS: Whats wapah 
Speaker CHANDLER: You now, whipped. Wapah 
Speaker JOEY: That's not whipped 
Speaker CHANDLER: That's what I did, wapah. 
Speaker JOEY: You can't do anything.",False
"Speaker JOEY: Oh Mommy, Oh Daddy, I am a big ol Baddy. 
Speaker ROSS: I guess he must have gotten the part in the play. 
Speaker CHANDLER: Yeah either that or gloria estefan was right eventually the rhythm is going to get you",True
"Speaker HOWARD: We can't show up to your mom's empty-handed. 
We should bring something. 
Speaker SHELDON: I already am.
I'm bringing the gift of knowledge. 
Speaker HOWARD: Oh, boy. 
Speaker SHELDON: Despite what her Bible says, recent archeological studies indicate that although camels are referenced in the Old Testament, they didn't exist in the Middle East until hundreds of years later. 
Speaker HOWARD: I was gonna say we pick up a cake or a pie. But an insult to her faith is always thoughtful.",True
"Speaker ROSS: Y'know, y'know I'm lookin' and I don't think anyone's home here. I say we just break the window, crawl through, and-and y'know explain later. Yeah? 
Speaker JOEY: Really? No one's home? 
Speaker ROSS: I don't think so. Hello?  When you get in there",False
"Speaker LEONARD: Take that! 
Speaker LEONARD: What's the matter? 
Speaker HOWARD: This granola bar has peanuts in it! 
Speaker LEONARD: Oh, my God. Why did you eat it? 
Speaker HOWARD: I don't know. It was just there! 
Speaker LEONARD: If I had a gun there, would you have shot yourself? 
Speaker HOWARD: Don't yell at me! I've got to go to the emergency room! 
Speaker HOWARD: - Now?! - No, after my tongue has swollen to the size of a brisket!",True
"Speaker CHANDLER: How many times have I told you guys, you 
Speaker MONICA: Hi Chandler. 
Speaker CHANDLER: Hey! 
Speaker MONICA: Uh, listen, I need that broiling pan that Joey borrowed the other day.",False
"Speaker AMY: but since you seem to be okay with the article being canceled, I have a little confession.
I'm the reason it was pulled. 
Speaker BERNADETTE: What? How? 
Speaker AMY: I sent the editors of the magazine a pretty scathing e-mail. 
Speaker BERNADETTE: Amy, what did you say? 
Speaker AMY: I simply pointed out that they would never consider doing an article ranking male scientists on their sexuality, let alone showing them in various stages of undress. 
Speaker BERNADETTE: Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",False
"Speaker ROSS: No! You let go! How come it's always us left in the field holding the ball? 
Speaker MONICA: I don't know. I guess the other people just don't care enough. 
Speaker ROSS: Hey! It's starting to snow.",False
"Speaker JOEY: Oh, y'know the same thing happened to me one time. 
Speaker CHANDLER: When did that happen to you?! 
Speaker JOEY: Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture,I didn't have my camera! 
Speaker CHANDLER: Oh yeah. First off all, chasing the Churo guy isn't jogging.",False
"Speaker SHELDON: it will establish you as the ""alpha"" male. 
Speaker SHELDON: You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin. 
Speaker SHELDON: If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love."" 
Speaker LEONARD: Huh 
Speaker LEONARD: Would it work if I just punched you in the face?",False
"Speaker BERNADETTE: to be a pharmaceutical sales rep. 
Speaker BERNADETTE: Maybe she can practice on you some time. 
Speaker PENNY: Oh, it would be great to practice on a real doctor. 
Speaker PERSON: Yeah. I'm sure that'd be fine. 
Speaker SHELDON: I have some odd freckles on my buttocks. 
Speaker SHELDON: Can I make an appointment for you to look at them? 
Speaker PERSON: Um... okay, I guess. 
Speaker AMY: I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",False
"Speaker HOWARD: Happy now? I'm moving the dirty sock. 
Speaker SHELDON: Thank you. Raj, keep an eye out for the other one. 
Speaker PENNY: Hey, guys, this is my friend Zack. 
Speaker PERSON: Hey. 
Speaker SHELDON: Hello. 
Speaker PERSON: Whoa! Is that the laser? It's bitchin'. 
Speaker SHELDON: Yes. 
Speaker SHELDON: In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",True
"Speaker DOROTHY: Oh fine we will! 
Speaker SOPHIA: Is that Paolo? 
Speaker DOROTHY: Oh ma no, it was a little girl selling girl scout toilets.",True
"Speaker PHOEBE: Ha-ha, it's not my baby, ha-ha-ha! 
Speaker MONICA: Very good,  so good. 
Speaker PHOEBE: I really, really enjoyed it. Very exotic.",True
"Speaker PHOEBE: Yeah! Now, why do you want to kill yourself? 
Speaker PERSON: It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist! 
Speaker PHOEBE: Chandler?",False
"Speaker SHELDON: in town were starting to say I was a witch. 
Speaker PERSON: Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis. 
Speaker PENNY: Oh, it's about time. I hated the old way. 
Speaker PENNY: Hi. I'm Penny. 
Speaker PERSON: Alex.
Uh, do you work with Dr. Hofstadter? 
Speaker PENNY: In a way. 
Speaker PENNY: We've kind of been involved in a five-year experiment.",False
"Speaker RACHEL: Yeah, I mean I was up sick all night. 
Speaker JOEY: Yeah me too, all night. Really?! 
Speaker RACHEL: How come we didn't cross paths? 
Speaker JOEY: Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.",False
"Speaker SHELDON: When I was a little boy and got sick, which was most of the time, my mother would read it to me. 
Speaker SHELDON: It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different. 
Speaker SHELDON: For some reason, I related to it quite strongly. 
Speaker PENNY: I know the reason. 
Speaker LEONARD: We all know the reason. 
Speaker LEONARD: Sheldon, what are you getting at? 
Speaker SHELDON: That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?",False
"Speaker SHELDON: And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo. 
Speaker LEONARD: Fine. We'll just play one-on-one until he gets back. 
Speaker SHELDON: One-on-one? We don't play one-on-one. 
Speaker SHELDON: We play teams, not one-on-one. 
Speaker SHELDON: One-on-one. 
Speaker LEONARD: The only way we can play teams at this point is if we cut Raj in half. 
Speaker RAJ: Sure, cut the foreigner in half. There's a billion more where he came from.",True
"Speaker PHOEBE: There is nothing wrong with Jake! Okay? He is all man! I'm thinking even more than you. 
Speaker JOEY: Oh yeah, he looked like a real lumberjack in those pink lacys. 
Speaker PHOEBE: I'm just saying that only a man completely secure with his masculinity could walk around in women's underwear! 
Speaker PHOEBE: I don't think you could ever do that.",False
"Speaker SHELDON: You know, there-there's always WonderCon in Anaheim, you know? 
Speaker SHELDON: That-That's just as good. 
Speaker SHELDON: Excuse me. 
Speaker PENNY: Oh, guys, this is really sad. 
Speaker PENNY: And in a different way than it was 20 minutes ago. 
Speaker SHELDON: I can't believe we wasted all that time on our Hulk costumes.",False
"Speaker PHOEBE: Was it my work? Were they mad? Was it Jack? Did he yell?! 
Speaker ROSS: J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better. 
Speaker PHOEBE: Thank God. 
Speaker ROSS: Yeah, she's fired.",False
"Speaker BLANCHE: Have you found her? 
Speaker DOROTHY: Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",True
"Speaker LEONARD: I'm sorry about all of Sheldon's interruptions.
He can be a bit of an eccentric. 
Speaker PERSON: If by ""eccentric"" you mean passive-aggressive East Texas blowhole, I agree. 
Speaker LEONARD: I think tonight was a very good start.",False
"Speaker LEONARD: Okay. So... we went out, saw a movie, met some nice people, 
Speaker LEONARD: said horrible things about each other in public... all in all, a pretty magical night.",True
"Speaker MODERATOR: Hello everybody! How was your week? 
Speaker MEMBER-GIRL: Amazing.",True
"Speaker CHANDLER: Oh! Right. Umm, maybe that's because I didn't send him an invitation. 
Speaker MONICA: Chandler! He's your father.  he should be at the wedding. 
Speaker CHANDLER: I don't even know the man. Okay? We're not that close. I haven't seen him in years. 
Speaker MONICA: Well what are you gonna do when he finds out he wasn't even asked?!",False
"Speaker RACHEL: Oh, but he was my pig man...how did I not see this? 
Speaker PHOEBE: Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you... 
Speaker RACHEL: Ok, Ok, Pheebs... 
Speaker PHOEBE: The end.",False
"Speaker RAJ: That's a great idea. I'm going to get him to sign a Batman as well. 
Speaker SHELDON: What is it about the word ""unique"" you don't understand? 
Speaker HOWARD: Damn, paper cut. Nothing worse than a paper cut. 
Speaker RAJ: Well, obviously you don't remember your circumcision. 
Speaker SHELDON: There's Neosporin and Band-Aids in my top desk drawer. 
Speaker HOWARD: Why don't you keep that stuff in the bathroom?",False
"Speaker BERNADETTE: What's going on in here? 
Speaker HOWARD: I am making molecular cocktails. This sphere is actually a cosmopolitan. 
Speaker BERNADETTE: How do you drink it? 
Speaker HOWARD: Oh, just put it in your mouth and pop it like a zit.",False
"Speaker RACHEL: Oh Monica, we are so sorry. 
Speaker MONICA: For what? 
Speaker RACHEL: Well first, for forgetting to throw you a bridal shower. 
Speaker PHOEBE: And then for forgetting to invite you to it.",False
